mid,top,bot
268.817,351.85754939606267,185.77645060393735
263.70050000000003,347.90449835518496,179.4965016448151
258.9065,342.7690039633326,175.0439960366674
253.46300000000002,334.80274627449944,172.1232537255006
249.0955,326.17961521837725,172.01138478162272
245.0145,316.1135710136217,173.9154289863783
242.6045,311.89483597118726,173.31416402881274
241.78699999999998,310.4215930562722,173.15240694372778
240.74949999999998,307.98970626827406,173.5092937317259
240.11350000000002,305.8461841913519,174.38081580864818
238.57049999999998,300.4765447694736,176.66445523052639
236.0985,294.50413817817594,177.69286182182404
233.25349999999997,286.0761725090662,180.43082749093372
230.83499999999998,280.1394405708054,181.53055942919457
228.425,275.33893673526023,181.5110632647398
226.3835,269.6800570340184,183.08694296598165
227.002,270.60331631040475,183.40068368959527
229.4605,266.85877721967955,192.0622227803204
230.311,266.6442888134279,193.9777111865721
230.7615,266.1943047295157,195.32869527048433
231.91199999999998,264.5638186936047,199.26018130639525
232.78249999999997,263.98353195408896,201.58146804591095
233.20999999999998,263.64187342245043,202.7781265775495
233.6495,263.0402104201318,204.25878957986816
233.2965,263.16863971244766,203.4243602875524
232.58499999999998,263.0837268586747,202.08627314132525
232.029,262.889241671121,201.16875832887902
231.408,261.4590316628238,201.3569683371762
231.58800000000002,262.20917215261306,200.966827847387
229.6555,253.61352034810145,205.69747965189853
228.17350000000002,246.60944562261415,209.7375543773859
228.6585,248.15257117561612,209.1644288243839
228.7995,248.47187298853396,209.12712701146603
229.49200000000002,249.74839415098336,209.23560584901668
230.808,251.18616635519547,210.42983364480452
231.686,252.82597956479626,210.54602043520376
231.57350000000002,252.5966065972641,210.55039340273595
232.1545,253.31160232994938,210.99739767005065
232.74900000000002,253.94464757208334,211.5533524279167
233.767,253.78329546144843,213.75070453855156
234.475,253.80448887063505,215.14551112936493
235.779,256.5805758056939,214.97742419430608
237.32150000000001,258.7900670457986,215.85293295420144
239.32600000000002,261.46793523610796,217.18406476389208
242.1175,267.5602167378012,216.6747832621988
245.24349999999998,273.81574896643656,216.67125103356338
247.81,276.7031874323343,218.91681256766572
249.8475,280.645700515615,219.04929948438505
250.6175,282.86064120863466,218.37435879136535
252.6895,285.9166391937376,219.46236080626244
254.715,288.0377684924283,221.3922315075717
257.015,293.1828711012971,220.84712889870286
259.7865,297.64491004321303,221.92808995678695
262.5915,302.5102080327001,222.67279196729987
265.12,306.3374230150306,223.9025769849694
267.1605,308.1385607032593,226.1824392967407
269.456,308.277013588003,230.63498641199703
271.831,308.6413870666957,235.02061293330436
274.4235,308.7673135768301,240.0796864231699
276.82550000000003,306.95669610967883,246.69430389032124
277.819,303.54526587750274,252.0927341224973
278.174,302.73596034521796,253.612039654782
278.5485,301.8358908156338,255.26110918436618
278.5395,301.8553705391847,255.22362946081523
278.154,301.8979199796496,254.41008002035042
277.406,301.59436034128754,253.21763965871244
276.0315,303.8904039805956,248.1725960194044
274.53249999999997,305.2751380618198,243.7898619381801
273.323,306.09230276951325,240.5536972304867
271.8615,306.52881098600005,237.19418901399987
270.784,306.4015245630578,235.1664754369422
268.43899999999996,304.9541776115097,231.9238223884902
266.2275,302.17828184128905,230.276718158711
263.6195,297.9747531499913,229.26424685000876
261.2655,293.24528516188025,229.2857148381197
259.649,289.81468772628887,229.48331227371114
258.27049999999997,286.715445051802,229.82555494819795
256.636,282.0223186775852,231.24968132241483
255.13649999999998,275.3364755197882,234.93652448021174
253.6355,268.2827556815256,238.98824431847441
253.4795,268.07629207908406,238.88270792091592
252.68400000000003,267.3040443227772,238.06395567722285
251.7805,266.28071996384875,237.28028003615123
250.583,266.08482066726407,235.0811793327359
249.0125,263.48431933966924,234.54068066033074
247.483,260.53336413285,234.43263586715
246.43249999999998,262.86437618624325,230.0006238137567
245.08049999999997,265.36453261188666,224.79646738811329
243.8455,266.05536310178536,221.63563689821459
242.92249999999999,266.0419782596854,219.8030217403146
241.42649999999998,265.64189945984884,217.21110054015108
240.459,265.90682026028946,215.01117973971054
239.2125,265.5784908784022,212.84650912159782
238.233,265.23008584273475,211.23591415726526
237.63299999999998,264.3317835677968,210.9342164322032
236.6915,262.4669451173987,210.9160548826013
235.79850000000002,260.27382821026026,211.32317178973975
234.677,257.7858589939012,211.5681410060988
232.9665,253.0077227920359,212.9252772079641
231.16350000000003,249.15886415302543,213.16813584697462
229.969,244.86472274178146,215.07327725821852
229.0105,242.28808935198592,215.7329106480141
228.11700000000002,239.6109464066946,216.62305359330543
228.121,239.62606479773189,216.61593520226813
227.89749999999998,238.90167352644247,216.8933264735575
227.83650000000003,238.669201002057,217.00379899794305
228.625,240.63000478967058,216.61999521032942
229.618,241.61257810846305,217.62342189153694
230.2325,242.23726884409018,218.2277311559098
230.29299999999998,242.27582120370857,218.31017879629138
231.01550000000003,242.86511345360827,219.1658865463918
232.0405,244.58983221330905,219.49116778669097
233.002,245.45712199859952,220.5468780014005
233.7855,246.00469224007762,221.5663077599224
234.13000000000002,246.87439641567929,221.38560358432076
234.4765,247.57928485666318,221.3737151433368
234.4725,247.57290896308302,221.37209103691697
234.75549999999998,247.8114189259156,221.69958107408436
235.31599999999997,247.83887091684875,222.7931290831512
236.152,246.33496734748897,225.969032652511
236.5275,246.21230226953517,226.84269773046483
236.8915,245.4221629871308,228.3608370128692
237.19850000000002,244.45928308448654,229.9377169155135
237.092,244.47267097220666,229.71132902779337
237.25500000000002,244.32309026540767,230.18690973459238
237.526,244.63225189533884,230.41974810466118
237.45149999999998,244.4680212890748,230.43497871092515
237.548,244.6999356820373,230.3960643179627
237.5975,244.72287121839986,230.47212878160013
237.9645,244.1333815031615,231.79561849683847
237.962,244.13194846007656,231.79205153992342
237.6395,243.18530012261627,232.09369987738373
237.40300000000002,242.60668369522438,232.19931630477566
237.0555,242.3660686136233,231.7449313863767
236.45700000000002,242.02343189125526,230.8905681087448
235.548,243.29047402320427,227.80552597679574
235.019,243.83335170616584,226.20464829383417
234.46599999999998,244.08265305602967,224.8493469439703
233.802,244.2585914140322,223.3454085859678
233.24200000000002,244.31696564328544,222.1670343567146
232.683,244.10631142882892,221.25968857117107
232.1705,244.3615302681928,219.9794697318072
231.9975,244.29388137827516,219.70111862172485
231.74899999999997,244.07269408903238,219.42530591096755
231.42199999999997,243.69416297154058,219.14983702845936
230.89000000000001,242.47094296678736,219.30905703321267
230.44549999999998,241.4344698789319,219.45653012106806
230.01799999999997,239.95387157727282,220.08212842272712
229.8395,239.3797148298668,220.29928517013317
229.8245,239.31971663786538,220.32928336213462
230.50549999999998,243.39047337987265,217.62052662012732
231.099,246.11817161497302,216.07982838502696
231.6945,248.4609969209418,214.92800307905821
232.2575,249.93973501144544,214.57526498855455
233.0085,251.53156591793143,214.48543408206856
234.05900000000003,252.5596506912572,215.55834930874286
235.11849999999998,254.02838765170304,216.20861234829692
236.04000000000002,254.8532995511146,217.22670044888545
236.84949999999998,254.95595130885854,218.7430486911414
237.74200000000002,255.16093865882576,220.32306134117428
238.64050000000003,255.30307660147193,221.97792339852813
240.046,255.87518494427297,224.216815055727
241.07200000000003,256.42500700188526,225.7189929981148
242.4725,258.28663149686054,226.65836850313946
244.186,261.0918089424897,227.28019105751034
245.63150000000002,262.2809940163348,228.98200598366523
246.90300000000002,262.42294600506074,231.3830539949393
248.1,262.6217588466415,233.57824115335848
249.46750000000003,263.38581006264695,235.54918993735308
251.22199999999998,267.03805462813176,235.40594537186817
252.12849999999997,269.7428365188713,234.51416348112866
252.975,271.5608424614013,234.3891575385987
254.064,274.0894951499332,234.03850485006677
255.295,275.86402768727885,234.7259723127211
257.279,280.98915048455035,233.56884951544964
259.7375,287.2907334763093,232.18426652369072
262.9315,297.6990263859819,228.16397361401818
265.319,301.1816702296414,229.45632977035865
267.6665,302.86643708801296,232.46656291198698
269.818,303.9183481507155,235.71765184928452
271.543,303.5903843550445,239.4956156449555
272.967,303.7404633085072,242.1935366914928
274.26149999999996,303.0062882406544,245.51671175934553
275.089,302.73733441637995,247.44066558362002
275.8845,303.0144800773985,248.75451992260147
276.745,302.69614602479095,250.7938539752091
277.8355,301.87117970746755,253.7998202925325
278.821,300.7767590622577,256.8652409377423
280.19050000000004,300.8821316176339,259.4988683823662
281.03000000000003,301.6720338145226,260.38796618547747
282.213,302.679722356057,261.746277643943
283.5835,303.23492160251993,263.9320783974801
284.76550000000003,304.0368377584408,265.49416224155925
285.7835,303.7730517175933,267.7939482824067
285.925,303.9287279472877,267.9212720527123
285.502,303.205637592312,267.79836240768805
284.0385,297.4246678982436,270.6523321017564
283.5665,296.44553921105756,270.6874607889425
283.255,296.0433345280005,270.4666654719995
283.2245,295.99101475540766,270.4579852445923
283.414,295.98098754674345,270.8470124532565
283.3695,295.9981871447483,270.74081285525176
283.6035,295.76040301845177,271.4465969815482
282.973,298.08623274484773,267.8597672551523
282.278,299.2285393424494,265.32746065755066
281.71,300.17997347047486,263.2400265295251
281.3685,300.4018888469711,262.3351111530289
280.885,300.90020771813386,260.8697922818661
279.675,300.65824426774736,258.69175573225266
278.524,299.92211244012026,257.12588755987974
276.967,298.546398601445,255.38760139855498
275.2115,296.7987881807795,253.62421181922045
273.389,294.32317674521727,252.45482325478275
269.4635,302.638631815864,236.28836818413603
266.41150000000005,303.32702750537237,229.49597249462775
263.9465,302.22032984494734,225.6726701550527
261.495,301.1864900199019,221.80350998009808
258.884,299.53471531965914,218.2332846803409
256.231,297.6209533220324,214.84104667796763
252.49450000000002,296.17124322794666,208.81775677205337
249.481,292.9482533753857,206.01374662461427
246.8435,289.31819942212627,204.36880057787377
244.103,284.8113643002264,203.3946356997736
242.623,282.91668243285767,202.32931756714234
240.858,280.1421584356846,201.57384156431536
239.0725,277.12851233708017,201.01648766291981
237.05599999999998,272.44078283104267,201.67121716895733
235.14299999999997,268.0281882159743,202.25781178402565
233.40300000000002,263.5481515836287,203.25784841637136
231.478,257.80843607690537,205.14756392309465
229.9155,252.3417957039277,207.48920429607233
228.74099999999999,247.1557505006189,210.32624949938108
227.834,241.59867130010693,214.06932869989308
229.27249999999998,241.6792157217382,216.86578427826177
230.119,243.93308397252596,216.30491602747404
230.26,244.33978835068382,216.18021164931616
230.5555,245.05852103011637,216.05247896988362
231.04149999999998,246.1294107566299,215.95358924337006
231.39450000000002,246.52745143056944,216.2615485694306
232.3955,244.13241011297464,220.65858988702536
232.84699999999998,243.5376783694973,222.15632163050265
233.07049999999998,243.34379445699003,222.79720554300994
233.2865,243.02011037847922,223.55288962152076
233.20700000000002,243.02653787099854,223.3874621290015
233.36700000000002,243.06145016491226,223.67254983508778
233.50349999999997,243.00968593338246,223.9973140666175
233.561,242.99682725573155,224.12517274426847
233.50949999999997,243.07391838273804,223.9450816172619
233.57649999999998,243.0397051124365,224.11329488756346
233.7315,242.86640508981628,224.59659491018374
233.94299999999998,242.94522439178354,224.94077560821643
233.94899999999998,242.95424713708937,224.9437528629106
233.67399999999998,242.26945088986164,225.0785491101383
233.3195,241.43846415806848,225.20053584193153
233.096,240.25941650331674,225.93258349668326
233.022,240.00246588703146,226.04153411296852
232.901,239.57604876386597,226.22595123613405
232.773,238.97134203638353,226.57465796361646
232.87600000000003,239.2986393328542,226.45336066714586
233.28699999999998,240.0920631150678,226.48193688493217
233.66799999999998,240.6874774734312,226.64852252656877
234.17199999999997,241.58809762611546,226.75590237388448
235.0205,243.6933460726578,226.3476539273422
235.67849999999999,244.6615646774905,226.69543532250947
236.14450000000002,245.4793432766675,226.80965672333255
236.7665,246.42992025371757,227.10307974628245
237.45300000000003,247.3869238974289,227.51907610257118
238.45100000000002,248.0239282876208,228.87807171237924
239.1855,248.49287659064038,229.8781234093596
240.147,249.54842563657436,230.74557436342562
241.01999999999998,251.36792153043658,230.6720784695634
241.97899999999998,253.46219972830076,230.4958002716992
243.4055,257.524288156214,229.28671184378595
245.2995,262.9253191015343,227.6736808984657
246.4245,265.1707395962502,227.67826040374982
247.762,267.3379859010983,228.18601409890167
249.43200000000002,270.3804344045071,228.48356559549288
250.868,272.2935871331452,229.4424128668548
252.7045,275.4178321861851,229.99116781381488
254.593,278.5891989490008,230.5968010509992
256.7625,282.25864706186087,231.26635293813914
258.9275,285.8075616628754,232.04743833712462
260.8895,289.4048849526883,232.3741150473117
263.4305,294.08286269849356,232.7781373015064
266.54650000000004,300.46913095633835,232.62386904366173
270.043,308.0858059427798,232.0001940572202
274.197,318.0657429042595,230.32825709574053
277.553,322.8475016972258,232.25849830277417
281.559,328.8656481163055,234.25235188369453
287.143,343.498889523634,230.78711047636597
294.7145,368.2236647279441,221.20533527205592
302.5765,389.5281197146436,215.62488028535643
308.7505,400.9263628872005,216.57463711279945
313.942,408.60937296450146,219.27462703549855
320.184,416.67914856198684,223.6888514380132
325.6805,421.13856125728745,230.22243874271254
331.2205,425.8413777120565,236.59962228794353
334.748,424.5583271567364,244.93767284326356
336.601,422.7788235742821,250.42317642571788
339.6835,421.3331410953534,258.03385890464654
342.43850000000003,419.66833523872026,265.2086647612798
344.9,417.4800090934146,272.31999090658536
346.6435,414.96319797210725,278.3238020278928
348.4915,412.87894358180495,284.104056418195
350.015,411.5571564458061,288.4728435541939
351.0515,410.7950269380715,291.30797306192846
350.95799999999997,410.85107960023504,291.0649203997649
351.3505,410.3706231699828,292.3303768300172
351.4255,410.3173512105029,292.5336487894971
349.59299999999996,409.42873216732653,289.7572678326734
345.5745,401.04664128731645,290.10235871268355
340.99899999999997,388.46372833589254,293.5342716641074
338.092,380.9926632116571,295.1913367883429
337.0025,377.17225273760135,296.83274726239864
335.5805,370.2854186571597,300.87558134284023
334.781,366.58208419535356,302.97991580464645
334.3325,363.71647309759254,304.9485269024074
336.35749999999996,371.2195549451708,301.49544505482913
338.928,373.53615083184917,304.3198491681508
339.98,375.6911461591469,304.2688538408531
341.195,378.0200384928523,304.3699615071477
342.7085,380.52199667777234,304.8950033222277
346.1475,387.4828615564221,304.81213844357785
349.049,393.6699224019411,304.42807759805885
352.0715,400.5255666095216,303.6174333904784
356.12,411.14065539413355,301.09934460586646
360.69050000000004,420.0120743132282,301.3689256867719
365.36350000000004,426.461763567796,304.26523643220406
371.614,440.7543940978074,302.47360590219256
377.137,447.98009905700087,306.29390094299913
382.6725,453.04529129748994,312.2997087025101
388.879,457.94828547480404,319.809714525196
395.7345,466.55169042012267,324.9173095798774
400.84700000000004,473.239038816432,328.45496118356806
405.74899999999997,479.1529363794622,332.34506362053776
411.061,485.06888468805266,337.0531153119473
415.6125,490.46871493904183,340.7562850609582
418.88050000000004,492.4603914038328,345.3006085961673
422.688,491.95647814121594,353.41952185878404
426.55699999999996,489.56801652885935,363.5459834711406
430.6245,486.26779877891704,374.981201221083
435.21450000000004,482.3397613679746,388.0892386320255
438.54949999999997,481.34836095447116,395.75063904552877
439.974,477.64080894368556,402.3071910563144
441.338,474.1301085628836,408.54589143711644
441.674,473.5269624367996,409.8210375632004
442.445,472.62866412482197,412.261335875178
443.00199999999995,471.5410340411175,414.4629659588824
441.9335,470.65358097133486,413.2134190286651
441.9,470.65389573605773,413.1461042639422
441.884,470.65634602878094,413.1116539712191
441.1755,470.3813908270239,411.9696091729761
439.564,466.75002611637024,412.3779738836298
438.41549999999995,464.83793703748955,411.99306296251035
437.067,462.4792593249805,411.6547406750195
436.7885,461.1301838160394,412.4468161839606
436.334,459.0360786713445,413.6319213286555
436.58050000000003,459.6568216089542,413.50417839104585
437.04799999999994,460.64523339716385,413.45076660283604
437.64099999999996,461.7508966401782,413.5311033598217
437.30550000000005,461.3277509145119,413.2832490854882
436.175,458.85430025375297,413.49569974624706
434.908,455.8592296536499,413.95677034635014
432.26099999999997,468.93467715405825,395.5873228459417
430.497,471.90568126371494,389.0883187362851
428.49799999999993,474.8637332951854,382.13226670481447
426.2075,475.87014909366104,376.5448509063389
423.884,477.44712851206555,370.3208714879345
423.367,476.86157359396304,369.872426406037
422.1635,475.70037487143736,368.62662512856264
419.616,475.5588581322055,363.67314186779447
417.48999999999995,474.90369871381046,360.07630128618945
415.98400000000004,473.2618730052014,358.7061269947987
413.9725,471.688832133981,356.25616786601904
412.1245,470.1497539761793,354.09924602382074
408.9705,463.41463925299894,354.5263607470011
405.3235,457.1278956725687,353.51910432743136
401.9165,451.0420116105684,352.79098838943156
398.43,443.7297315665336,353.1302684334664
394.447,435.2459171915151,353.6480828084849
391.31550000000004,428.4181982711473,354.2128017288528
388.4195,421.0209965760786,355.8180034239215
385.4015,412.67210635556165,358.13089364443834
386.6645,412.19903306798614,361.1299669320138
386.615,412.14639048308754,361.0836095169125
386.326,412.17509623178154,360.4769037682185
385.7985,411.985549681092,359.611450318908
385.4635,412.09860185826045,358.82839814173957
383.2535,404.83934098431325,361.6676590156867
381.823,399.49804579909204,364.1479542009079
381.681,399.3779487765579,363.98405122344207
381.5195,399.05971148675275,363.97928851324724
380.964,396.31929537325635,365.60870462674364
381.739,400.3986301142361,363.07936988576387
382.1405,401.98674143257574,362.2942585674242
382.7665,404.8550945908726,360.6779054091274
384.568,411.0040599182257,358.13194008177425
386.713,417.7139916615574,355.7120083384427
388.8395,422.9119407549582,354.76705924504176
392.259,430.99627502032143,353.5217249796786
395.546,438.1705424139668,352.92145758603317
398.711,443.92172877094526,353.50027122905476
401.2505,445.4073805397303,357.0936194602697
403.0185,447.9903424238978,358.04665757610223
404.918,450.1554502376073,359.68054976239273
407.6995,452.44888009626516,362.95011990373484
410.49449999999996,454.0982073997181,366.8907926002818
413.497,454.6869852391321,372.3070147608679
416.58050000000003,455.2455335445334,377.9154664554667
419.254,455.1860060113529,383.32199398864714
421.471,452.49098188265026,390.45101811734975
423.34049999999996,449.250611134461,397.43038886553893
424.29449999999997,446.66062391542374,401.9283760845762
423.9615,447.50148494052024,400.42151505947976
424.338,446.5477767660997,402.12822323390037
424.6795,446.03620243740664,403.3227975625934
424.562,446.1262283423262,402.9977716576738
424.18649999999997,446.148210566349,402.2247894336509
424.0035,446.1357021272186,401.8712978727813
423.23,444.5347628477741,401.9252371522259
421.871,442.48601481930297,401.255985180697
420.687,440.2091413784415,401.16485862155855
420.47200000000004,440.0815880629831,400.862411937017
420.066,439.62409131791617,400.5079086820838
419.68949999999995,439.1783793674791,400.2006206325208
419.113,437.7572313866766,400.4687686133234
417.96450000000004,435.9831519751009,399.9458480248992
416.81149999999997,433.6164829217427,400.0065170782572
415.6145,429.44463589954535,401.7843641004547
414.524,425.0826521867127,403.9653478132873
414.229,424.0146668653683,404.44333313463164
414.0485,423.40368310884554,404.69331689115444
414.321,423.6154282233997,405.02657177660035
415.15150000000006,422.0394787310817,408.2635212689184
415.6635,421.7369513252306,409.5900486747694
416.28599999999994,424.00912475622965,408.56287524377024
416.799,425.17412005884466,408.4238799411553
416.88199999999995,425.2113879727233,408.5526120272766
416.7665,425.1428602477406,408.3901397522594
416.5185,424.58506624592616,408.4519337540739
416.83549999999997,424.5997809712223,409.07121902877765
417.1755,425.0207214117881,409.3302785882119
417.39849999999996,425.39942313424723,409.3975768657527
417.629,425.81461885258983,409.4433811474102
417.98,426.61883556968206,409.341164430318
418.11949999999996,427.0107709440263,409.2282290559736
418.779,426.95808772418394,410.59991227581605
419.2745,426.520272491604,412.028727508396
419.55699999999996,426.34697231217064,412.7670276878293
419.9695,426.1679271392117,413.77107286078825
420.189,426.4165031914765,413.9614968085235
420.54650000000004,427.05410562725416,414.0388943727459
420.9135,427.26816844139466,414.55883155860533
421.2685,427.5419815692686,414.9950184307314
421.8565,428.9291862647898,414.7838137352102
422.04650000000004,429.80762176170134,414.28537823829873
422.20500000000004,430.26185918952956,414.1481408104705
422.8085,430.8798029307545,414.73719706924544
423.843,432.80779581473223,414.8782041852678
425.076,436.28969234462926,413.8623076553708
426.649,441.62391756237895,411.67408243762105
427.89250000000004,444.75301229944887,411.0319877005512
429.3615,448.49539795624685,410.2276020437531
431.217,453.80412473955266,408.6298752604473
433.087,458.9409181556704,407.2330818443296
435.221,464.3640951684944,406.07790483150563
436.31850000000003,465.1504144525623,407.48658554743776
437.7515,466.11135844463763,409.3916415553624
439.53599999999994,467.5441376746145,411.5278623253854
440.87399999999997,467.8573136586309,413.890686341369
442.34399999999994,468.3442726139581,416.3437273860418
443.31800000000004,468.10609359349394,418.52990640650614
444.6465,467.8930406243575,421.3999593756425
445.7685,467.0585711835312,424.4784288164688
446.68199999999996,466.66529962744096,426.69870037255896
448.1335,467.430144552872,428.8368554471281
449.6905,466.96322239689124,432.41777760310873
451.18850000000003,465.8862158429411,436.49078415705895
452.437,465.7745846389078,439.0994153610922
452.912,465.283744581917,440.54025541808295
453.0775,465.34609058735396,440.808909412646
453.529,465.34035199712855,441.71764800287144
453.7985,465.54682290159064,442.05017709840934
453.6545,465.2357477307045,442.0732522692955
453.4615,464.63964166129733,442.28335833870267
452.86499999999995,462.44254561462117,443.28745438537874
453.31949999999995,462.1345110039744,444.5044889960255
453.6,462.20311571466686,444.9968842853332
452.7805,463.5145439257482,442.0464560742518
452.4985,463.95827360160763,441.0387263983923
452.064,464.2223048160448,439.90569518395523
451.79650000000004,464.79980000422404,438.79319999577604
451.48900000000003,464.9036739058346,438.0743260941655
451.45200000000006,464.9230483630584,437.9809516369417
451.533,464.93889139147404,438.127108608526
451.22200000000004,464.14477152935297,438.2992284706471
451.968,467.8729383525988,436.06306164740124
455.5425,493.12230514850984,417.9626948514902
458.83000000000004,507.4456341108484,410.2143658891517
462.9785,521.3559882210594,404.6010117789406
466.9115,532.1884292399701,401.6345707600299
471.01899999999995,542.7430968991603,399.2949031008397
475.134,552.1144007264186,398.1535992735814
480.81000000000006,567.3585468393304,394.2614531606697
486.56800000000004,581.1188882242775,392.0171117757226
492.60900000000004,593.3421941119701,391.87580588802996
499.197,605.9643420292936,392.42965797070644
505.296,615.0744004984589,395.5175995015411
512.443,622.5621462189943,402.3238537810057
519.0405,627.4480075767361,410.6329924232638
525.7545,631.1301050468991,420.378894953101
534.125,637.2801201831498,430.9698798168502
545.5564999999999,656.6609721467171,434.45202785328274
558.4765,679.878242536918,437.07475746308194
570.2745,692.9155886244897,447.63341137551026
582.329,704.0320499042664,460.6259500957335
596.9715,732.445966121849,461.497033878151
607.915,754.8686886913705,460.96131130862943
619.415,774.7577391930508,464.0722608069491
630.911,793.1054931124363,468.7165068875635
641.203,802.9534639993344,479.45253600066553
647.6895000000001,802.4455500238997,492.9334499761004
650.597,799.0551749988858,502.13882500111407
653.3365,797.6489502286618,509.02404977133824
657.9649999999999,797.4982746695218,518.431725330478
662.472,796.7151350349052,528.2288649650948
664.6635,795.1910854790851,534.1359145209149
668.5975000000001,792.863823495142,544.3311765048581
671.865,790.1051360790815,553.6248639209185
675.1279999999999,785.8153623500003,564.4406376499995
679.9215,781.1786183226127,578.6643816773874
683.4,778.9815258300467,587.8184741699532
684.946,780.7902942276681,589.1017057723319
682.6600000000001,778.7218563218494,586.5981436781508
682.5649999999999,778.618954317354,586.5110456826459
681.3729999999999,777.3981098619543,585.3478901380456
676.924,764.6853679018265,589.1626320981735
671.5065,754.0457738700803,588.9672261299196
667.021,739.8331668129715,594.2088331870284
661.38,719.2890531782397,603.4709468217603
656.9865,703.4030773296589,610.569922670341
656.037,702.4009140280456,609.6730859719545
659.4585,696.8653273313904,622.0516726686095
660.983,694.794337802579,627.1716621974209
660.6220000000001,694.395413567479,626.8485864325212
660.529,694.2625778713127,626.7954221286873
662.0989999999999,692.6592623679906,631.5387376320093
663.308,694.5979987855538,632.0180012144461
664.6135,695.2447319536763,633.9822680463238
666.262,694.875857202417,637.6481427975829
665.879,694.3081082519229,637.4498917480771
